,date,timestamp,incidents
191,2003-07-10,1057867200,375
192,2003-07-11,1057953600,407
193,2003-07-12,1058040000,339
194,2003-07-13,1058126400,364
195,2003-07-14,1058212800,417
196,2003-07-15,1058299200,344
197,2003-07-16,1058385600,368
198,2003-07-17,1058472000,347
199,2003-07-18,1058558400,377
200,2003-07-19,1058644800,376
201,2003-07-20,1058731200,335
202,2003-07-21,1058817600,377
203,2003-07-22,1058904000,352
204,2003-07-23,1058990400,338
205,2003-07-24,1059076800,354
206,2003-07-25,1059163200,376
207,2003-07-26,1059249600,349
208,2003-07-27,1059336000,361
209,2003-07-28,1059422400,370
210,2003-07-29,1059508800,327
211,2003-07-30,1059595200,340
212,2003-07-31,1059681600,443
213,2003-08-01,1059768000,353
214,2003-08-02,1059854400,334
215,2003-08-03,1059940800,303
216,2003-08-04,1060027200,352
217,2003-08-05,1060113600,339
218,2003-08-06,1060200000,376
219,2003-08-07,1060286400,363
220,2003-08-08,1060372800,349
221,2003-08-09,1060459200,329
222,2003-08-10,1060545600,311
223,2003-08-11,1060632000,360
224,2003-08-12,1060718400,367
225,2003-08-13,1060804800,347
226,2003-08-14,1060891200,407
227,2003-08-15,1060977600,384
228,2003-08-16,1061064000,329
229,2003-08-17,1061150400,347
230,2003-08-18,1061236800,394
231,2003-08-19,1061323200,402
232,2003-08-20,1061409600,412
233,2003-08-21,1061496000,407
234,2003-08-22,1061582400,341
235,2003-08-23,1061668800,340
236,2003-08-24,1061755200,358
237,2003-08-25,1061841600,368
238,2003-08-26,1061928000,359
239,2003-08-27,1062014400,383
240,2003-08-28,1062100800,410
241,2003-08-29,1062187200,409
242,2003-08-30,1062273600,330
243,2003-08-31,1062360000,441
244,2003-09-01,1062446400,378
245,2003-09-02,1062532800,378
246,2003-09-03,1062619200,354
247,2003-09-04,1062705600,390
248,2003-09-05,1062792000,396
249,2003-09-06,1062878400,327
250,2003-09-07,1062964800,357
251,2003-09-08,1063051200,361
252,2003-09-09,1063137600,370
253,2003-09-10,1063224000,405
254,2003-09-11,1063310400,382
255,2003-09-12,1063396800,389
256,2003-09-13,1063483200,355
257,2003-09-14,1063569600,380
258,2003-09-15,1063656000,355
259,2003-09-16,1063742400,359
260,2003-09-17,1063828800,376
261,2003-09-18,1063915200,375
262,2003-09-19,1064001600,378
263,2003-09-20,1064088000,329
264,2003-09-21,1064174400,321
265,2003-09-22,1064260800,329
266,2003-09-23,1064347200,353
267,2003-09-24,1064433600,373
268,2003-09-25,1064520000,371
269,2003-09-26,1064606400,455
270,2003-09-27,1064692800,335
271,2003-09-28,1064779200,321
272,2003-09-29,1064865600,341
273,2003-09-30,1064952000,410
274,2003-10-01,1065038400,365
275,2003-10-02,1065124800,403
276,2003-10-03,1065211200,413
277,2003-10-04,1065297600,313
278,2003-10-05,1065384000,326
279,2003-10-06,1065470400,362
280,2003-10-07,1065556800,340
281,2003-10-08,1065643200,324
282,2003-10-09,1065729600,407
283,2003-10-10,1065816000,380
284,2003-10-11,1065902400,354
285,2003-10-12,1065988800,334
286,2003-10-13,1066075200,340
287,2003-10-14,1066161600,363
288,2003-10-15,1066248000,339
289,2003-10-16,1066334400,387
290,2003-10-17,1066420800,393
291,2003-10-18,1066507200,334
292,2003-10-19,1066593600,328
293,2003-10-20,1066680000,338
294,2003-10-21,1066766400,363
295,2003-10-22,1066852800,344
296,2003-10-23,1066939200,402
297,2003-10-24,1067025600,367
298,2003-10-25,1067112000,344
299,2003-10-26,1067202000,345
300,2003-10-27,1067288400,373
301,2003-10-28,1067374800,317
302,2003-10-29,1067461200,369
303,2003-10-30,1067547600,438
304,2003-10-31,1067634000,458
305,2003-11-01,1067720400,311
306,2003-11-02,1067806800,323
307,2003-11-03,1067893200,352
308,2003-11-04,1067979600,373
309,2003-11-05,1068066000,341
310,2003-11-06,1068152400,333
311,2003-11-07,1068238800,328
312,2003-11-08,1068325200,322
313,2003-11-09,1068411600,341
314,2003-11-10,1068498000,327
315,2003-11-11,1068584400,314
316,2003-11-12,1068670800,354
317,2003-11-13,1068757200,392
318,2003-11-14,1068843600,390
319,2003-11-15,1068930000,344
320,2003-11-16,1069016400,352
321,2003-11-17,1069102800,339
322,2003-11-18,1069189200,344
323,2003-11-19,1069275600,314
324,2003-11-20,1069362000,369
325,2003-11-21,1069448400,338
326,2003-11-22,1069534800,293
327,2003-11-23,1069621200,293
328,2003-11-24,1069707600,340
329,2003-11-25,1069794000,270
330,2003-11-26,1069880400,271
331,2003-11-27,1069966800,315
332,2003-11-28,1070053200,285
333,2003-11-29,1070139600,303
334,2003-11-30,1070226000,382
335,2003-12-01,1070312400,314
336,2003-12-02,1070398800,348
337,2003-12-03,1070485200,319
338,2003-12-04,1070571600,400
339,2003-12-05,1070658000,339
340,2003-12-06,1070744400,342
341,2003-12-07,1070830800,358
342,2003-12-08,1070917200,306
343,2003-12-09,1071003600,322
344,2003-12-10,1071090000,383
345,2003-12-11,1071176400,387
346,2003-12-12,1071262800,351
347,2003-12-13,1071349200,331
348,2003-12-14,1071435600,315
349,2003-12-15,1071522000,309
350,2003-12-16,1071608400,306
351,2003-12-17,1071694800,347
352,2003-12-18,1071781200,345
353,2003-12-19,1071867600,354
354,2003-12-20,1071954000,363
355,2003-12-21,1072040400,371
356,2003-12-22,1072126800,323
357,2003-12-23,1072213200,280
358,2003-12-24,1072299600,260
359,2003-12-25,1072386000,273
360,2003-12-26,1072472400,333
361,2003-12-27,1072558800,323
362,2003-12-28,1072645200,309
363,2003-12-29,1072731600,269
364,2003-12-30,1072818000,329
365,2003-12-31,1072904400,636
366,2004-01-01,1072990800,321
367,2004-01-02,1073077200,382
368,2004-01-03,1073163600,326
369,2004-01-04,1073250000,291
370,2004-01-05,1073336400,262
371,2004-01-06,1073422800,277
372,2004-01-07,1073509200,336
373,2004-01-08,1073595600,328
374,2004-01-09,1073682000,334
375,2004-01-10,1073768400,289
376,2004-01-11,1073854800,310
377,2004-01-12,1073941200,304
378,2004-01-13,1074027600,347
379,2004-01-14,1074114000,329
380,2004-01-15,1074200400,315
381,2004-01-16,1074286800,394
382,2004-01-17,1074373200,277
383,2004-01-18,1074459600,312
384,2004-01-19,1074546000,325
385,2004-01-20,1074632400,319
386,2004-01-21,1074718800,369
387,2004-01-22,1074805200,373
388,2004-01-23,1074891600,336
389,2004-01-24,1074978000,290
390,2004-01-25,1075064400,303
391,2004-01-26,1075150800,290
392,2004-01-27,1075237200,352
393,2004-01-28,1075323600,298
394,2004-01-29,1075410000,362
395,2004-01-30,1075496400,355
396,2004-01-31,1075582800,402
397,2004-02-01,1075669200,346
398,2004-02-02,1075755600,290
399,2004-02-03,1075842000,292
400,2004-02-04,1075928400,317
401,2004-02-05,1076014800,344
402,2004-02-06,1076101200,306
403,2004-02-07,1076187600,305
404,2004-02-08,1076274000,285
405,2004-02-09,1076360400,292
406,2004-02-10,1076446800,273
407,2004-02-11,1076533200,278
408,2004-02-12,1076619600,320
409,2004-02-13,1076706000,328
410,2004-02-14,1076792400,333
411,2004-02-15,1076878800,282
412,2004-02-16,1076965200,326
413,2004-02-17,1077051600,299
414,2004-02-18,1077138000,360
415,2004-02-19,1077224400,391
416,2004-02-20,1077310800,425
417,2004-02-21,1077397200,341
418,2004-02-22,1077483600,323
419,2004-02-23,1077570000,322
420,2004-02-24,1077656400,310
421,2004-02-25,1077742800,295
422,2004-02-26,1077829200,300
423,2004-02-27,1077915600,363
424,2004-02-28,1078002000,318
425,2004-02-29,1078088400,393
426,2004-03-01,1078174800,339
427,2004-03-02,1078261200,355
428,2004-03-03,1078347600,353
429,2004-03-04,1078434000,379
430,2004-03-05,1078520400,455
431,2004-03-06,1078606800,350
432,2004-03-07,1078693200,329
433,2004-03-08,1078779600,310
434,2004-03-09,1078866000,336
435,2004-03-10,1078952400,344
436,2004-03-11,1079038800,371
437,2004-03-12,1079125200,360
438,2004-03-13,1079211600,365
439,2004-03-14,1079298000,384
440,2004-03-15,1079384400,313
441,2004-03-16,1079470800,383
442,2004-03-17,1079557200,372
443,2004-03-18,1079643600,350
444,2004-03-19,1079730000,380
445,2004-03-20,1079816400,351
446,2004-03-21,1079902800,329
447,2004-03-22,1079989200,363
448,2004-03-23,1080075600,333
449,2004-03-24,1080162000,347
450,2004-03-25,1080248400,376
451,2004-03-26,1080334800,379
452,2004-03-27,1080421200,335
453,2004-03-28,1080504000,310
454,2004-03-29,1080590400,349
455,2004-03-30,1080676800,350
456,2004-03-31,1080763200,456
457,2004-04-01,1080849600,314
458,2004-04-02,1080936000,388
459,2004-04-03,1081022400,332
460,2004-04-04,1081108800,339
461,2004-04-05,1081195200,294
462,2004-04-06,1081281600,301
463,2004-04-07,1081368000,397
464,2004-04-08,1081454400,383
465,2004-04-09,1081540800,326
466,2004-04-10,1081627200,262
467,2004-04-11,1081713600,284
468,2004-04-12,1081800000,342
469,2004-04-13,1081886400,300
470,2004-04-14,1081972800,367
471,2004-04-15,1082059200,407
472,2004-04-16,1082145600,373
473,2004-04-17,1082232000,323
474,2004-04-18,1082318400,348
475,2004-04-19,1082404800,360
476,2004-04-20,1082491200,382
477,2004-04-21,1082577600,399
478,2004-04-22,1082664000,387
479,2004-04-23,1082750400,374
480,2004-04-24,1082836800,364
481,2004-04-25,1082923200,350
482,2004-04-26,1083009600,318
483,2004-04-27,1083096000,360
484,2004-04-28,1083182400,384
485,2004-04-29,1083268800,424
486,2004-04-30,1083355200,390
487,2004-05-01,1083441600,320
488,2004-05-02,1083528000,308
489,2004-05-03,1083614400,353
490,2004-05-04,1083700800,340
491,2004-05-05,1083787200,340
492,2004-05-06,1083873600,369
493,2004-05-07,1083960000,361
494,2004-05-08,1084046400,325
495,2004-05-09,1084132800,320
496,2004-05-10,1084219200,353
497,2004-05-11,1084305600,325
498,2004-05-12,1084392000,350
499,2004-05-13,1084478400,358
500,2004-05-14,1084564800,382
501,2004-05-15,1084651200,349
502,2004-05-16,1084737600,313
503,2004-05-17,1084824000,294
504,2004-05-18,1084910400,337
505,2004-05-19,1084996800,386
506,2004-05-20,1085083200,379
507,2004-05-21,1085169600,383
508,2004-05-22,1085256000,307
509,2004-05-23,1085342400,338
510,2004-05-24,1085428800,373
511,2004-05-25,1085515200,370
512,2004-05-26,1085601600,344
513,2004-05-27,1085688000,316
514,2004-05-28,1085774400,369
515,2004-05-29,1085860800,327
516,2004-05-30,1085947200,347
517,2004-05-31,1086033600,409
518,2004-06-01,1086120000,350
519,2004-06-02,1086206400,335
520,2004-06-03,1086292800,371
521,2004-06-04,1086379200,339
522,2004-06-05,1086465600,357
523,2004-06-06,1086552000,339
524,2004-06-07,1086638400,338
525,2004-06-08,1086724800,266
526,2004-06-09,1086811200,334
527,2004-06-10,1086897600,354
528,2004-06-11,1086984000,390
529,2004-06-12,1087070400,356
530,2004-06-13,1087156800,336
531,2004-06-14,1087243200,345
532,2004-06-15,1087329600,306
533,2004-06-16,1087416000,350
534,2004-06-17,1087502400,402
535,2004-06-18,1087588800,368
536,2004-06-19,1087675200,362
537,2004-06-20,1087761600,362
538,2004-06-21,1087848000,399
539,2004-06-22,1087934400,348
540,2004-06-23,1088020800,349
541,2004-06-24,1088107200,321
542,2004-06-25,1088193600,330
543,2004-06-26,1088280000,348
544,2004-06-27,1088366400,345
545,2004-06-28,1088452800,342
546,2004-06-29,1088539200,364
547,2004-06-30,1088625600,475
548,2004-07-01,1088712000,407
549,2004-07-02,1088798400,375
550,2004-07-03,1088884800,340
551,2004-07-04,1088971200,368
552,2004-07-05,1089057600,378
553,2004-07-06,1089144000,371
554,2004-07-07,1089230400,379
555,2004-07-08,1089316800,423
556,2004-07-09,1089403200,362
557,2004-07-10,1089489600,362
558,2004-07-11,1089576000,368
559,2004-07-12,1089662400,398
560,2004-07-13,1089748800,384
561,2004-07-14,1089835200,374
562,2004-07-15,1089921600,397
563,2004-07-16,1090008000,402
564,2004-07-17,1090094400,330
565,2004-07-18,1090180800,320
566,2004-07-19,1090267200,349
567,2004-07-20,1090353600,358
568,2004-07-21,1090440000,337
569,2004-07-22,1090526400,396
570,2004-07-23,1090612800,414
571,2004-07-24,1090699200,318
572,2004-07-25,1090785600,343
573,2004-07-26,1090872000,350
574,2004-07-27,1090958400,362
575,2004-07-28,1091044800,350
576,2004-07-29,1091131200,378
577,2004-07-30,1091217600,412
578,2004-07-31,1091304000,391
579,2004-08-01,1091390400,365
580,2004-08-02,1091476800,313
581,2004-08-03,1091563200,372
582,2004-08-04,1091649600,362
583,2004-08-05,1091736000,399
584,2004-08-06,1091822400,393
585,2004-08-07,1091908800,358
586,2004-08-08,1091995200,353
587,2004-08-09,1092081600,360
588,2004-08-10,1092168000,362
589,2004-08-11,1092254400,385
590,2004-08-12,1092340800,390
591,2004-08-13,1092427200,414
592,2004-08-14,1092513600,341
593,2004-08-15,1092600000,366
594,2004-08-16,1092686400,341
595,2004-08-17,1092772800,359
596,2004-08-18,1092859200,332
597,2004-08-19,1092945600,420
598,2004-08-20,1093032000,380
599,2004-08-21,1093118400,357
600,2004-08-22,1093204800,356
601,2004-08-23,1093291200,325
602,2004-08-24,1093377600,377
603,2004-08-25,1093464000,376
604,2004-08-26,1093550400,423
605,2004-08-27,1093636800,388
606,2004-08-28,1093723200,355
607,2004-08-29,1093809600,356
608,2004-08-30,1093896000,340
609,2004-08-31,1093982400,416
610,2004-09-01,1094068800,399
611,2004-09-02,1094155200,409
612,2004-09-03,1094241600,396
613,2004-09-04,1094328000,384
614,2004-09-05,1094414400,341
615,2004-09-06,1094500800,366
616,2004-09-07,1094587200,352
617,2004-09-08,1094673600,371
618,2004-09-09,1094760000,460
619,2004-09-10,1094846400,385
620,2004-09-11,1094932800,358
621,2004-09-12,1095019200,387
622,2004-09-13,1095105600,347
623,2004-09-14,1095192000,338
624,2004-09-15,1095278400,365
625,2004-09-16,1095364800,357
626,2004-09-17,1095451200,395
627,2004-09-18,1095537600,333
628,2004-09-19,1095624000,390
629,2004-09-20,1095710400,351
630,2004-09-21,1095796800,364
631,2004-09-22,1095883200,375
632,2004-09-23,1095969600,410
633,2004-09-24,1096056000,406
634,2004-09-25,1096142400,372
635,2004-09-26,1096228800,332
636,2004-09-27,1096315200,371
637,2004-09-28,1096401600,342
638,2004-09-29,1096488000,361
639,2004-09-30,1096574400,509
640,2004-10-01,1096660800,382
641,2004-10-02,1096747200,325
642,2004-10-03,1096833600,322
643,2004-10-04,1096920000,378
644,2004-10-05,1097006400,359
645,2004-10-06,1097092800,356
646,2004-10-07,1097179200,406
647,2004-10-08,1097265600,429
648,2004-10-09,1097352000,405
649,2004-10-10,1097438400,364
650,2004-10-11,1097524800,341
651,2004-10-12,1097611200,325
652,2004-10-13,1097697600,355
653,2004-10-14,1097784000,422
654,2004-10-15,1097870400,417
655,2004-10-16,1097956800,342
656,2004-10-17,1098043200,371
657,2004-10-18,1098129600,366
658,2004-10-19,1098216000,342
659,2004-10-20,1098302400,359
660,2004-10-21,1098388800,400
661,2004-10-22,1098475200,374
662,2004-10-23,1098561600,345
663,2004-10-24,1098648000,421
664,2004-10-25,1098734400,380
665,2004-10-26,1098820800,388
666,2004-10-27,1098907200,380
667,2004-10-28,1098993600,405
668,2004-10-29,1099080000,423
669,2004-10-30,1099166400,383
670,2004-10-31,1099256400,413
671,2004-11-01,1099342800,310
672,2004-11-02,1099429200,327
673,2004-11-03,1099515600,316
674,2004-11-04,1099602000,356
675,2004-11-05,1099688400,378
676,2004-11-06,1099774800,309
677,2004-11-07,1099861200,372
678,2004-11-08,1099947600,290
679,2004-11-09,1100034000,371
680,2004-11-10,1100120400,331
681,2004-11-11,1100206800,350
682,2004-11-12,1100293200,327
683,2004-11-13,1100379600,257
684,2004-11-14,1100466000,380
685,2004-11-15,1100552400,308
686,2004-11-16,1100638800,312
687,2004-11-17,1100725200,335
688,2004-11-18,1100811600,386
689,2004-11-19,1100898000,361
690,2004-11-20,1100984400,342
691,2004-11-21,1101070800,284
692,2004-11-22,1101157200,308
693,2004-11-23,1101243600,357
694,2004-11-24,1101330000,237
695,2004-11-25,1101416400,348
696,2004-11-26,1101502800,343
697,2004-11-27,1101589200,338
698,2004-11-28,1101675600,313
699,2004-11-29,1101762000,343
700,2004-11-30,1101848400,393
701,2004-12-01,1101934800,346
702,2004-12-02,1102021200,369
703,2004-12-03,1102107600,378
704,2004-12-04,1102194000,307
705,2004-12-05,1102280400,370
706,2004-12-06,1102366800,380
707,2004-12-07,1102453200,392
708,2004-12-08,1102539600,367
709,2004-12-09,1102626000,391
710,2004-12-10,1102712400,355
711,2004-12-11,1102798800,354
712,2004-12-12,1102885200,317
713,2004-12-13,1102971600,286
714,2004-12-14,1103058000,315
715,2004-12-15,1103144400,327
716,2004-12-16,1103230800,388
717,2004-12-17,1103317200,330
718,2004-12-18,1103403600,347
719,2004-12-19,1103490000,344
720,2004-12-20,1103576400,345
721,2004-12-21,1103662800,282
722,2004-12-22,1103749200,341
723,2004-12-23,1103835600,260
724,2004-12-24,1103922000,222
725,2004-12-25,1104008400,278
726,2004-12-26,1104094800,294
727,2004-12-27,1104181200,374
728,2004-12-28,1104267600,368
729,2004-12-29,1104354000,375
730,2004-12-30,1104440400,357
731,2004-12-31,1104526800,669
732,2005-01-01,1104613200,290
733,2005-01-02,1104699600,330
734,2005-01-03,1104786000,367
735,2005-01-04,1104872400,344
736,2005-01-05,1104958800,315
737,2005-01-06,1105045200,351
738,2005-01-07,1105131600,350
739,2005-01-08,1105218000,336
740,2005-01-09,1105304400,378
741,2005-01-10,1105390800,393
742,2005-01-11,1105477200,409
743,2005-01-12,1105563600,375
744,2005-01-13,1105650000,368
745,2005-01-14,1105736400,336
746,2005-01-15,1105822800,310
747,2005-01-16,1105909200,300
748,2005-01-17,1105995600,328
749,2005-01-18,1106082000,354
750,2005-01-19,1106168400,384
751,2005-01-20,1106254800,345
752,2005-01-21,1106341200,407
753,2005-01-22,1106427600,285
754,2005-01-23,1106514000,336
755,2005-01-24,1106600400,362
756,2005-01-25,1106686800,348
757,2005-01-26,1106773200,321
758,2005-01-27,1106859600,338
759,2005-01-28,1106946000,359
760,2005-01-29,1107032400,317
761,2005-01-30,1107118800,294
762,2005-01-31,1107205200,370
763,2005-02-01,1107291600,338
764,2005-02-02,1107378000,335
765,2005-02-03,1107464400,329
766,2005-02-04,1107550800,423
767,2005-02-05,1107637200,347
768,2005-02-06,1107723600,348
769,2005-02-07,1107810000,329
770,2005-02-08,1107896400,365
771,2005-02-09,1107982800,358
772,2005-02-10,1108069200,357
773,2005-02-11,1108155600,339
774,2005-02-12,1108242000,345
775,2005-02-13,1108328400,346
776,2005-02-14,1108414800,360
777,2005-02-15,1108501200,372
778,2005-02-16,1108587600,360
779,2005-02-17,1108674000,385
780,2005-02-18,1108760400,359
781,2005-02-19,1108846800,371
782,2005-02-20,1108933200,357
783,2005-02-21,1109019600,370
784,2005-02-22,1109106000,318
785,2005-02-23,1109192400,311
786,2005-02-24,1109278800,358
787,2005-02-25,1109365200,350
788,2005-02-26,1109451600,364
789,2005-02-27,1109538000,351
790,2005-02-28,1109624400,415
791,2005-03-01,1109710800,315
792,2005-03-02,1109797200,380
793,2005-03-03,1109883600,371
794,2005-03-04,1109970000,398
795,2005-03-05,1110056400,346
796,2005-03-06,1110142800,383
797,2005-03-07,1110229200,387
798,2005-03-08,1110315600,350
799,2005-03-09,1110402000,383
800,2005-03-10,1110488400,398
801,2005-03-11,1110574800,352
802,2005-03-12,1110661200,347
803,2005-03-13,1110747600,369
804,2005-03-14,1110834000,367
805,2005-03-15,1110920400,331
806,2005-03-16,1111006800,321
807,2005-03-17,1111093200,362
808,2005-03-18,1111179600,360
809,2005-03-19,1111266000,337
810,2005-03-20,1111352400,325
811,2005-03-21,1111438800,337
812,2005-03-22,1111525200,357
813,2005-03-23,1111611600,380
814,2005-03-24,1111698000,418
815,2005-03-25,1111784400,397
816,2005-03-26,1111870800,310
817,2005-03-27,1111953600,340
818,2005-03-28,1112040000,317
819,2005-03-29,1112126400,346
820,2005-03-30,1112212800,371
821,2005-03-31,1112299200,442
822,2005-04-01,1112385600,383
823,2005-04-02,1112472000,329
824,2005-04-03,1112558400,375
825,2005-04-04,1112644800,329
826,2005-04-05,1112731200,384
827,2005-04-06,1112817600,364
828,2005-04-07,1112904000,394
829,2005-04-08,1112990400,424
830,2005-04-09,1113076800,395
831,2005-04-10,1113163200,347
832,2005-04-11,1113249600,368
833,2005-04-12,1113336000,373
834,2005-04-13,1113422400,382
835,2005-04-14,1113508800,424
836,2005-04-15,1113595200,394
837,2005-04-16,1113681600,367
838,2005-04-17,1113768000,348
839,2005-04-18,1113854400,421
840,2005-04-19,1113940800,356
841,2005-04-20,1114027200,361
842,2005-04-21,1114113600,401
843,2005-04-22,1114200000,439
844,2005-04-23,1114286400,376
845,2005-04-24,1114372800,380
846,2005-04-25,1114459200,386
847,2005-04-26,1114545600,390
848,2005-04-27,1114632000,385
849,2005-04-28,1114718400,396
850,2005-04-29,1114804800,374
851,2005-04-30,1114891200,453
852,2005-05-01,1114977600,373
853,2005-05-02,1115064000,354
854,2005-05-03,1115150400,359
855,2005-05-04,1115236800,415
856,2005-05-05,1115323200,376
857,2005-05-06,1115409600,393
858,2005-05-07,1115496000,328
859,2005-05-08,1115582400,370
860,2005-05-09,1115668800,418
861,2005-05-10,1115755200,409
862,2005-05-11,1115841600,414
863,2005-05-12,1115928000,383
864,2005-05-13,1116014400,439
865,2005-05-14,1116100800,391
866,2005-05-15,1116187200,384
867,2005-05-16,1116273600,341
868,2005-05-17,1116360000,413
869,2005-05-18,1116446400,406
870,2005-05-19,1116532800,376
871,2005-05-20,1116619200,422
872,2005-05-21,1116705600,403
